sl no,education,experience,industry,skills,jobtitle,clust
11571,1994,133,29,14,11838,2
11572,1994,134,29,22,12418,4
11573,2018,85,0,14,12233,2
11574,2018,101,29,14,15035,2
11575,1994,135,29,22,12021,4
11576,675,102,29,14,5901,2
11577,1994,84,17,38,10766,4
11578,1994,103,29,14,12177,2
11579,1994,88,29,24,11663,4
11580,44,108,29,23,3003,4
11581,701,85,52,36,10829,4
11582,675,116,29,15,12659,2
11583,675,87,29,24,9681,1
11584,1994,102,29,28,5101,2
11585,2018,84,29,14,9339,1
11586,2018,116,29,14,11776,2
11587,2018,112,29,14,7834,4
11588,537,10,7,29,3503,2
11589,990,116,16,42,13919,2
11590,1994,125,29,17,5875,2
11591,1994,37,29,17,9571,2
11592,718,117,29,32,2603,3
11593,1994,19,29,14,9231,2
11594,704,84,29,0,336,1
11595,1994,12,56,29,13670,2
11596,831,133,30,36,10911,2
11597,701,84,56,29,13182,1
11598,675,87,29,14,15028,1
11599,1994,124,29,14,12503,3
11600,2078,109,29,12,1046,3
11601,1994,117,29,22,11796,3
11602,1994,117,29,14,10628,4
11603,714,84,29,29,9412,1
11604,1994,134,49,27,13821,3
11605,1994,119,54,14,10526,1
11606,2018,120,29,14,11232,2
11607,1994,108,29,14,8826,2
11608,675,88,16,42,5575,2
11609,537,3,15,40,2194,2
11610,675,88,15,11,5488,2
11611,537,87,29,14,488,2
11612,44,101,28,14,11368,2
11613,1994,125,29,14,12134,4
11614,1994,139,29,14,9831,4
11615,1994,104,29,14,734,2
11616,1988,107,29,14,1918,4
11617,675,17,17,14,13308,2
11618,718,112,29,32,7638,2
11619,831,12,8,36,1789,2
11620,714,104,7,29,2728,2
11621,675,112,52,18,9075,3
11622,2018,86,29,14,1713,2
11623,2018,101,29,14,12252,1
11624,1994,133,29,14,2397,4
11625,1994,85,29,36,11382,3
11626,1994,104,32,14,15078,0
11627,1994,104,29,14,6337,3
11628,2018,102,49,14,2926,4
11629,675,123,29,22,11874,4
11630,1994,123,29,14,12867,4
11631,718,86,29,32,10558,2
11632,1994,110,29,14,11163,3
11633,2018,85,29,16,7854,1
11634,44,5,38,29,7772,1
11635,714,88,16,42,1059,2
11636,1994,112,8,1,15146,2
11637,44,127,29,23,9545,2
11638,704,112,29,36,12976,1
11639,2018,87,49,14,8972,3
11640,714,86,54,36,10255,2
11641,675,88,29,24,9682,2
11642,1994,102,17,14,12185,1
11643,831,88,29,14,5529,1
11644,1994,117,29,22,13259,3
11645,2018,11,29,38,12021,4
11646,1994,19,29,14,3909,3
11647,675,88,29,18,4343,2
11648,714,86,32,14,12410,2
11649,701,86,32,36,10304,2
11650,1994,104,29,14,3015,4
11651,718,104,8,36,15157,2
11652,2018,101,29,17,4945,3
11653,1994,88,29,16,1915,2
11654,1994,109,29,14,11760,2
11655,1994,102,54,14,3017,3
11656,2018,131,8,14,134,2
11657,2018,101,29,27,6089,4
11658,2018,8,32,14,13657,2
11659,1994,131,29,14,12135,4
11660,675,111,19,35,3900,1
11661,1994,112,29,22,5636,2
11662,2018,131,29,14,13298,4
11663,1994,104,29,14,12185,4
11664,976,124,8,0,4396,2
11665,831,101,29,29,5902,2
11666,1994,111,29,24,12173,1
11667,675,37,56,29,5159,1
11668,1994,104,29,14,5630,4
11669,714,109,29,29,11921,2
11670,2018,85,29,18,3796,2
11671,1994,88,29,22,1468,2
11672,44,40,28,17,9286,2
11673,1994,64,29,43,2290,2
11674,675,117,56,29,8131,1
11675,1994,102,29,24,6824,1
11676,714,86,29,0,10263,4
11677,1994,117,29,14,15066,2
11678,1994,62,29,24,13844,0
11679,675,117,29,22,11808,2
11680,1994,17,17,14,13043,3
11681,2018,8,29,14,637,4
11682,1994,104,29,14,8750,4
11683,675,125,29,14,9572,3
11684,701,10,29,14,1129,1
11685,1994,84,17,38,12016,1
11686,1994,87,29,23,1762,2
11687,44,102,29,14,14002,2
11688,2018,86,29,14,6773,3
11689,675,110,32,29,3451,2
11690,44,103,38,29,9748,2
11691,718,12,29,36,15255,3
11692,718,84,50,36,12432,2
11693,675,117,17,14,6848,2
11694,1994,108,29,22,13234,4
11695,1994,87,29,21,557,4
11696,1994,104,29,14,6338,0
11697,1994,123,29,14,11619,4
11698,714,88,38,33,2103,3
11699,701,86,19,32,5218,4
11700,675,112,58,44,11851,2
11701,701,108,29,29,10814,3
11702,44,112,28,17,10437,1
11703,675,112,29,18,160,4
11704,2018,88,29,24,1376,4
11705,675,110,43,22,12392,2
11706,1994,104,29,24,5682,3
11707,1994,127,29,14,5880,3
11708,704,125,29,36,11543,3
11709,2018,100,29,23,5558,4
11711,675,104,30,35,6871,4
11712,704,112,29,36,12975,1
11713,677,88,29,32,7581,0
11714,831,116,29,29,2880,1
11715,1994,84,17,38,12026,4
11716,1994,86,29,14,14898,2
11717,1994,102,29,14,15018,2
11718,714,9,8,36,802,4
11719,1994,102,16,14,4597,2
11720,168,1,7,29,14387,0
11721,44,108,29,14,6206,2
11722,714,86,29,14,8240,2
11723,718,84,29,36,13943,2
11724,1994,112,29,15,1612,1
11725,1994,102,16,14,11465,3
11726,2018,100,29,14,2405,2
11727,2018,86,29,22,11721,0
11728,1994,102,52,18,3362,0
11729,2018,116,29,14,13297,2
11730,675,104,44,35,9777,4
11731,675,87,29,22,15004,2
11732,1994,109,29,16,5930,2
11733,714,84,29,40,4130,2
11734,2018,88,29,24,13851,3
11735,44,10,7,29,3109,2
11736,718,88,8,10,15136,2
11737,831,18,29,11,7428,1
11738,1994,109,29,14,2524,3
11739,675,88,8,36,10053,2
11740,2018,104,29,14,2984,2
11741,701,123,8,22,5934,4
11742,44,116,29,23,2682,2
11743,831,86,29,10,10053,3
11744,714,84,54,32,11680,1
11745,1994,19,54,14,13727,2
11746,2018,112,29,14,4644,4
11747,1988,112,29,23,1510,3
11748,1994,109,29,14,6322,1
11749,2018,123,29,23,13971,1
11750,44,111,52,18,6470,0
11751,903,8,0,0,337,3
11752,675,125,43,14,11823,4
11753,2018,102,5,6,3236,4
11754,44,85,28,40,6937,3
11755,44,120,29,23,1990,2
11756,675,86,13,29,3955,1
11757,1994,133,0,14,11657,1
11758,2018,10,52,14,12185,2
11759,44,5,7,29,2869,2
11760,714,19,54,43,5215,3
11761,976,86,16,0,266,3
11762,2018,107,29,14,11312,4
11763,44,88,15,36,4010,4
11764,675,111,29,14,3821,2
11765,1994,86,16,14,267,2
11766,675,111,29,27,2032,3
11767,1994,104,29,14,6315,4
11768,1994,117,29,23,11931,1
11769,718,112,29,36,8023,2
11770,675,111,29,14,2485,2
11771,44,5,7,29,7763,4
11772,2018,138,29,17,13537,4
11773,1994,108,29,14,6237,1
11774,831,107,29,14,8888,4
11775,2018,112,29,24,9708,2
11776,44,5,7,29,7818,2
11777,714,4,29,0,10262,3
11778,714,86,29,22,5966,2
11779,2222,102,54,31,6883,1
11780,2018,108,29,27,7014,1
11781,1994,133,29,24,13050,2
11782,718,27,29,36,1851,2
11783,1994,102,29,18,11301,2
11784,718,117,29,36,10034,2
11785,714,9,8,36,1090,3
11786,1994,87,29,14,4548,3
11787,44,5,7,29,11278,3
11788,675,117,8,36,14574,4
11789,1994,17,29,16,12462,0
11790,969,8,29,0,326,2
11791,1994,111,29,14,12904,3
11792,44,2,11,36,10781,2
11793,1994,134,29,14,3329,2
11794,2018,100,29,14,2992,4
11795,976,84,24,0,306,1
11796,1994,117,29,14,3085,3
11797,701,86,29,36,15282,2
11798,44,12,52,6,2006,1
11799,714,87,29,30,2586,4
11800,44,124,29,25,7053,2
11801,1994,108,0,24,9767,2
11802,718,136,8,36,15245,2
11803,1994,85,32,14,10705,2
11804,675,116,17,6,6785,4
11806,1994,107,29,14,11261,4
11807,718,108,43,11,2534,4
11808,1994,60,29,14,11733,4
11809,718,88,15,36,938,2
11810,1994,117,29,14,3118,1
11811,675,88,29,30,2610,1
11812,2018,101,17,14,3292,4
11813,675,111,29,27,13367,1
11814,1994,117,43,14,12160,4
11815,1994,87,29,14,12160,3
11816,1994,133,29,24,9707,4
11817,675,115,29,22,11447,2
11818,675,86,29,30,13697,4
11819,675,133,29,35,11987,1
11820,2018,18,5,40,13209,1
11821,1994,86,29,14,824,0
11822,1994,86,29,14,11654,1
11823,1994,141,54,14,8984,2
11824,44,112,28,1,3023,4
11825,2018,135,29,14,9545,3
11826,44,42,29,36,716,0
11827,44,84,57,12,6237,4
11828,1616,9,17,35,9798,2
11829,675,112,8,36,1366,3
11830,718,117,29,32,7638,1
11831,1994,103,58,12,854,0
11832,2020,117,29,14,13647,2
11833,44,5,38,29,7772,1
11834,537,104,29,14,11951,4
11835,2018,85,29,14,13829,3
11836,1994,117,29,24,11781,2
11837,44,112,52,18,6468,2
11838,1988,131,29,16,9527,2
11839,44,109,29,14,11748,4
11840,1994,88,29,14,12315,4
11841,44,104,15,36,4009,4
11842,2018,11,29,14,13422,2
11843,718,88,29,32,7515,3
11844,2176,5,7,29,15062,3
11845,701,88,29,14,12371,4
11846,1994,110,30,14,3800,2
11847,2005,102,29,10,1106,2
11848,2018,101,29,22,8078,2
11849,2018,19,2,38,7150,3
11850,2018,118,8,14,682,2
11851,2018,85,5,6,3223,2
11852,44,5,7,29,11279,1
11853,2018,86,29,23,4591,1
11854,1994,112,29,14,2927,2
11855,537,111,29,22,12929,1
11856,2018,112,29,24,11799,1
11857,1994,88,29,14,129,2
11858,701,8,0,29,1167,3
11859,675,133,29,14,6818,2
11860,714,9,8,36,10095,2
11861,44,104,43,23,13667,3
11862,704,64,29,29,11913,2
11863,1994,111,29,14,14862,2
11864,2018,86,29,14,10648,1
11865,1994,134,7,25,15294,2
11866,2018,86,29,14,15301,2
11867,1994,125,29,14,12134,2
11868,2005,137,29,23,9381,1
11869,714,88,16,42,2659,4
11870,1994,125,17,14,12569,1
11871,1994,86,29,14,4590,1
11872,701,86,13,36,10849,4
11873,44,86,1,32,3966,2
11874,2018,85,29,14,6139,4
11875,1994,102,29,14,3647,2
11876,675,104,19,32,15250,4
11877,701,86,29,32,7625,3
11878,1994,104,0,0,10455,3
11879,1994,111,32,14,2934,1
11880,1994,101,16,14,5594,4
11881,1994,108,29,25,11595,4
11882,962,101,29,0,4375,4
11883,979,86,29,10,3139,4
11884,44,87,29,14,11748,4
11885,714,4,29,16,8689,4
11886,718,85,29,36,11273,1
11887,1994,123,29,14,7119,2
11888,44,111,52,18,8473,2
11889,675,86,16,29,8193,1
11890,976,1,0,29,1109,2
11891,2018,86,29,14,3316,1
11893,714,86,29,29,754,3
11895,1994,110,29,14,11164,4
11896,1994,136,29,20,7893,2
11897,1994,86,19,14,5594,4
11898,2018,122,8,14,2935,2
11899,675,17,17,17,5643,2
11900,990,85,16,31,4290,2
11901,1994,117,29,22,6650,3
11902,675,86,54,29,5871,2
11903,718,117,8,36,953,3
11904,714,9,43,30,2610,3
11905,2018,85,29,24,1380,4
11906,831,125,29,23,6820,1
11907,44,117,29,14,9663,3
11908,1994,104,29,29,13670,2
11909,2018,88,29,14,10569,1
11910,44,86,29,11,5657,4
11911,44,136,52,6,12056,4
11912,714,115,29,32,7652,4
11913,714,16,54,14,9745,1
11914,44,9,29,11,6156,1
11915,44,101,29,14,11155,4
11916,2018,107,29,24,11666,1
11917,2018,9,29,17,13041,4
11918,44,9,7,29,11642,1
11919,2013,88,29,14,6206,1
11920,1994,102,29,23,8927,2
11921,962,125,29,36,13153,4
11922,2018,86,29,14,3098,2
11923,333,4,7,29,3983,3
11924,675,123,29,22,6801,1
11925,675,88,29,25,12471,3
11926,1291,101,29,14,9712,1
11927,1994,125,29,16,7449,4
11928,675,88,7,29,12429,1
11929,675,127,8,36,14574,2
11930,1994,136,54,14,13778,3
11931,1994,112,29,22,15310,2
11932,1994,88,29,22,1467,4
11933,675,112,29,4,12024,3
11934,2018,101,29,24,11630,2
11935,2018,125,29,13,9470,0
11936,44,127,29,18,651,4
11937,1994,111,54,14,3288,4
11938,1994,118,29,14,13986,4
11939,675,117,29,23,11252,2
11940,675,64,29,29,2562,2
11941,1994,102,29,14,6140,1
11942,701,136,32,36,4678,2
11943,831,17,8,0,1784,3
11944,1994,138,29,14,10622,4
11945,1994,117,29,22,6651,1
11946,1994,86,32,14,3255,1
11947,675,88,16,42,6843,1
11948,1994,124,29,17,14251,4
11949,44,103,29,14,11048,2
11950,1994,125,29,22,8088,2
11951,2018,101,29,24,13820,2
11952,1994,104,32,14,11112,2
11953,1994,17,52,18,9545,4
11954,1994,124,29,22,5939,2
11955,2018,85,29,23,1610,2
11956,1994,86,29,14,9649,1
11957,44,103,38,29,4872,4
11958,831,111,8,10,247,3
11959,2270,5,7,29,7817,4
11960,537,111,29,14,74,3
11961,44,136,29,25,10288,4
11962,2018,85,29,14,2983,0
11963,714,110,29,39,7192,4
11964,44,5,7,29,7762,4
11965,714,86,54,10,2906,1
11967,2018,88,29,14,2677,1
11968,675,125,32,14,9165,2
11969,675,112,8,0,11821,1
11970,701,101,54,36,11004,2
11971,962,102,29,36,6619,4
11972,2018,10,29,17,13251,2
11973,1994,117,29,22,6649,2
11974,44,104,29,14,6206,4
11975,2018,120,29,14,9524,2
11976,701,101,29,11,5517,3
11977,2018,86,29,24,13848,2
11978,831,131,56,16,12805,2
11979,167,133,19,43,3924,2
11980,675,88,29,40,1961,1
11981,2156,86,32,14,14031,4
11982,718,116,16,36,1886,3
11983,44,109,29,25,12907,4
11984,675,123,29,24,11665,2
11985,2018,115,29,14,3881,2
11986,1994,125,29,23,11648,1
11987,1988,104,29,16,3686,4
11988,1994,136,54,14,11379,1
11989,1994,102,17,14,3298,2
11990,2018,4,17,14,13049,3
11991,714,102,29,29,2862,1
11992,714,127,42,11,11617,2
11993,1994,102,49,15,3286,4
11994,2018,107,29,14,15228,2
11995,1994,109,43,16,11291,1
11996,1994,133,29,14,9550,1
11997,44,117,28,14,9731,2
11998,1994,19,29,18,6921,3
11999,1994,86,29,14,557,2
12000,2018,112,29,14,3288,0
12001,44,24,28,14,11801,4
12002,2018,10,29,16,3015,4
12003,675,112,29,11,407,4
12004,1994,139,29,17,11638,4
12005,1994,131,29,14,12135,3
12006,675,108,1,32,3376,2
12007,831,110,8,36,10911,2
12008,675,117,29,18,8114,4
12009,537,87,29,14,1522,2
12010,831,117,17,14,6740,2
12011,714,101,14,14,9358,4
12012,1994,86,29,14,557,0
12013,714,101,29,29,4249,1
12014,44,103,29,23,8669,4
12015,2018,85,29,14,12133,2
12016,675,133,29,22,6804,4
12017,675,111,29,14,9001,2
12018,675,123,32,14,13638,1
12019,714,84,29,29,12556,1
12020,1994,133,29,14,6731,4
12021,2018,86,29,14,13599,4
12022,1994,109,43,14,12959,1
12023,675,17,29,22,6815,2
12024,44,101,29,14,10693,4
12025,675,111,29,32,9005,3
12026,2018,131,56,16,2537,4
12027,969,2,29,0,315,1
12028,701,115,0,14,11818,4
12029,1994,125,29,14,12135,3
12030,714,104,54,36,1845,4
12031,1994,120,16,14,13422,0
12032,1994,133,43,21,5590,1
12033,1994,111,29,18,3793,2
12034,2018,101,29,14,12666,3
12035,2018,101,29,14,6129,3
12036,1994,111,8,14,15163,3
12037,675,85,29,29,13444,1
12038,2018,85,29,14,1632,3
12039,675,120,8,36,8925,4
12040,1994,117,29,23,14068,4
12041,44,120,29,24,13124,4
12042,2018,9,43,14,12285,1
12043,1994,37,29,14,709,0
12044,675,19,29,14,5960,3
12045,44,12,8,10,2875,1
12046,701,101,44,36,3862,3
12047,1994,112,29,27,3031,1
12049,675,133,29,14,14109,1
12050,718,86,29,36,7416,1
12051,44,5,7,29,1580,3
12052,675,19,29,29,10004,4
12053,714,12,29,35,13719,2
12054,44,104,52,18,5262,1
12055,1994,104,44,14,1208,3
12056,1994,17,29,25,2390,4
12057,537,38,8,1,8334,1
12058,44,5,7,29,14658,1
12059,1994,112,29,16,6759,2
12060,675,133,29,24,6823,2
12061,1994,117,29,23,14011,3
12062,1994,122,29,14,9228,4
12063,537,10,8,36,10097,3
12064,2018,123,8,14,4691,3
12065,701,84,54,36,10313,1
12066,1994,117,29,27,13368,1
12067,2018,109,29,23,11458,1
12068,831,87,8,36,957,3
12069,1994,110,43,22,11126,4
12070,1994,101,0,14,12210,1
12071,2018,86,29,6,7703,1
12072,1994,103,29,14,6912,4
12073,714,104,58,44,1845,0
12074,718,104,29,36,1789,4
12075,1994,136,7,25,15151,0
12076,1994,117,29,22,6648,1
12077,44,104,52,25,2484,3
12078,714,100,29,36,1807,3
12079,44,112,29,25,11825,4
12080,714,101,29,18,3363,1
12081,675,88,29,14,2998,1
12082,2018,122,8,16,4694,3
12083,2018,86,29,18,12475,1
12084,701,104,54,36,10316,1
12085,701,86,43,22,872,1
12086,1994,117,29,14,12796,3
12087,44,28,29,11,9954,4
12088,1994,86,29,14,15213,4
12089,1994,17,29,14,9252,3
12090,44,117,29,14,6678,1
12091,714,127,31,36,15099,4
12092,44,135,32,11,11679,1
12093,2018,112,29,22,15029,1
12094,44,112,29,14,5922,4
12095,675,87,8,29,1166,3
12096,714,86,29,7,9906,1
12097,1522,40,28,14,7413,3
12098,1988,104,29,14,6301,1
12099,44,1,7,29,7770,4
12100,969,84,29,0,10261,3
12101,1994,109,29,14,6767,1
12102,1994,116,29,14,9228,0
12103,701,86,29,11,5513,3
12104,704,64,8,36,360,1
12105,44,86,29,32,10478,1
12106,969,8,29,29,326,1
12107,2005,108,29,36,10996,1
12108,2018,102,29,14,6372,3
12109,2018,85,29,28,14630,0
12110,675,88,7,11,4989,4
12111,718,102,8,36,819,3
12112,44,5,7,29,2867,3
12113,714,86,28,39,11269,1
12114,969,84,29,0,316,3
12115,44,3,7,29,14651,0
12116,1088,116,29,22,11127,4
12117,718,85,29,36,305,1
12118,2005,17,29,1,5219,0
12119,44,124,29,14,6643,1
12120,1994,19,29,14,4902,4
12121,675,117,29,22,11610,3
12122,1994,102,29,23,4548,3
12123,718,124,29,32,2517,3
12124,44,5,7,29,1587,2
12125,2156,85,32,14,14877,4
12126,1994,86,29,14,15187,3
12127,675,88,29,28,2808,3
12128,2018,101,29,14,554,0
12129,714,86,38,14,3105,1
12130,2018,112,29,29,11828,1
12131,1525,29,28,14,15040,1
12132,1994,104,54,14,10570,1
12133,1994,17,29,18,11637,1
12134,714,88,16,29,2477,4
12135,2018,11,29,14,13675,1
12136,2018,86,29,22,8082,3
12137,44,133,34,15,11873,1
12138,1994,84,29,14,11429,4
12139,701,84,29,29,1751,4
12140,1994,102,17,14,677,3
12141,1205,101,56,14,5501,4
12142,2018,86,29,14,15301,3
12143,44,1,7,29,7770,0
12144,976,116,13,0,360,3
12145,44,5,7,29,3908,4
12146,2018,86,29,17,2724,4
12158,2017,85,29,16,1130,3
12160,663,88,49,29,2855,1
12162,711,110,55,25,12868,3
12163,35,19,8,14,5679,1
12167,2017,85,29,14,6206,3
12171,35,86,8,10,11013,3
12176,41,102,29,14,12122,3
12178,41,142,7,36,12809,1
12180,1992,104,29,14,14888,2
12181,1627,19,44,40,2154,3
12199,2017,84,49,14,12117,2
12201,692,118,49,36,10951,1
12202,711,112,29,36,7414,4
12210,41,133,8,0,10272,3
12215,35,136,8,10,228,1
12217,35,88,34,5,110,1
12221,41,86,37,36,10861,2
12223,1992,102,8,14,6226,0
12233,41,111,8,36,1674,1
12236,35,87,37,30,1579,4
12239,41,42,20,36,4659,2
12244,41,9,37,32,9133,1
12252,1992,62,30,35,4734,1
12265,1992,102,29,14,8700,4
12268,1992,104,29,14,14858,4
12272,41,119,29,21,589,3
12275,711,101,29,13,3277,3
12282,1887,86,5,38,955,4
12286,166,135,57,36,9993,4
12295,2017,12,29,14,12140,1
12297,1992,104,29,14,4687,1
12299,35,85,28,13,7562,4
12304,41,120,8,10,14462,1
12318,703,131,32,36,10036,4
12324,2017,84,29,14,13973,0
12333,37,86,58,11,4996,3
12334,711,89,29,42,2087,1
12335,888,112,48,0,14206,1
12339,41,112,37,32,2767,2
12347,2017,127,29,22,2684,0
12365,8,108,8,10,4406,4
12369,41,5,44,32,9040,4
12370,41,12,31,36,1559,1
12379,41,119,29,23,8678,2
12383,663,3,16,36,2659,1
12389,35,127,7,29,7549,2
12395,961,126,8,29,11565,2
12397,41,12,8,36,2811,1
12409,41,118,29,14,15211,2
12411,663,88,8,36,1528,3
12419,663,8,29,29,4161,4
12425,41,5,8,36,9872,4
12429,35,112,29,23,12669,2
12438,1195,104,29,36,11832,1
12441,663,111,38,33,9809,2
12444,41,88,1,36,3919,4
12460,692,101,58,36,11704,3
12484,1992,126,29,20,9256,4
12485,41,88,8,10,1780,3
12486,692,112,29,36,10306,3
12494,41,5,44,32,9038,3
12501,692,122,49,36,11566,4
12503,715,12,15,40,14756,1
12507,1992,104,29,14,11671,1
12508,692,19,8,11,11538,2
12511,1992,132,29,14,8634,1
12529,46,12,42,36,10849,3
12530,703,88,29,36,10911,1
12533,41,12,44,36,9035,2
12550,1112,0,29,14,668,4
12552,692,136,49,36,8031,2
12553,1992,109,55,14,7203,4
12573,35,108,31,36,851,1
12579,692,117,49,36,7395,1
12589,35,3,8,36,377,3
12590,973,101,58,36,11705,4
12596,703,88,29,36,10826,3
12617,692,84,29,36,10305,1
12618,2017,85,29,1,3015,1
12625,2017,84,29,14,128,3
12626,974,20,19,11,8947,3
12627,35,111,8,36,1469,2
12639,2017,86,8,14,12264,1
12640,1992,116,29,21,4862,4
12641,46,112,49,11,5066,1
12645,2017,85,29,23,1130,4
12650,692,86,49,36,10849,4
12659,711,116,32,32,4834,3
12664,692,117,29,36,10013,4
12674,41,136,55,29,12538,4
12684,692,101,49,36,120,2
12685,166,86,43,36,1876,2
12697,35,104,31,36,444,2
12703,692,86,48,36,13933,3
12704,41,2,38,0,2237,2
12708,35,111,8,10,9870,3
12714,46,19,49,11,5066,3
12716,961,133,8,0,11292,2
12718,1992,118,29,14,12504,3
12725,711,85,29,14,1130,1
12734,1766,133,8,29,11559,0
12736,41,119,29,36,1920,3
12739,1986,110,29,14,4951,2
12743,692,3,29,10,6673,1
12748,41,107,8,36,7255,0
12749,41,111,8,10,3952,4
12755,692,85,49,36,10811,2
12759,89,133,19,32,1701,2
12764,1195,101,8,29,8139,4
12765,901,86,43,0,342,4
12769,991,119,44,35,15167,2
12774,41,101,29,14,1964,2
12776,663,125,29,10,1845,2
12783,1992,87,29,14,12291,3
12785,829,116,16,36,744,4
12789,692,109,49,36,8221,3
12794,9,102,8,10,7524,1
12800,41,102,29,27,3954,4
12807,2017,85,8,14,10277,4
12814,41,86,28,28,607,4
12819,663,104,8,36,3616,3
12820,41,5,44,32,9037,2
12822,260,10,50,36,10945,1
12825,711,132,29,14,11091,1
12829,692,86,49,36,10773,3
12835,1992,104,29,14,2999,3
12848,1992,101,31,10,11392,1
12849,35,104,37,32,2667,4
12850,35,136,8,36,8596,1
12851,260,86,38,11,8947,1
12872,663,112,32,29,2872,4
12875,1992,62,30,6,4736,1
12877,2017,85,29,14,2683,4
12885,663,104,29,14,14877,4
12888,126,9,32,30,2174,3
12903,1992,117,8,14,11731,4
12910,41,5,44,32,9039,3
12915,40,10,13,11,4967,3
12918,711,3,29,42,2025,1
12920,103,125,51,0,334,2
12922,46,12,1,32,3372,0
12929,2017,84,29,14,133,1
12951,41,12,44,36,9034,1
12954,692,87,49,36,10849,4
12960,41,12,8,36,3940,3
12966,35,104,16,42,10256,4
12978,35,3,32,29,2605,2
12982,692,107,49,36,2720,4
12987,2017,12,29,27,13215,3
12993,2017,125,8,22,661,1
12996,35,103,8,29,8342,3
13009,1170,85,8,1,7076,4
13013,2038,108,32,21,11444,4
13016,1992,17,8,14,1477,2
13017,2017,84,29,14,3570,3
13019,711,10,44,35,11933,4
13021,41,139,29,14,10282,2
13022,1992,117,29,14,7101,1
13023,1986,109,29,14,138,4
13026,663,117,8,14,10102,2
13028,1992,135,13,35,200,3
13029,692,133,38,32,7651,2
13031,1992,117,8,14,11730,4
13033,1992,103,44,14,1204,2
13036,973,101,29,10,9497,2
13037,35,126,8,36,9883,2
13039,1992,102,29,23,9505,1
13040,692,102,29,32,1921,2
13041,2017,86,29,24,3693,2
13042,692,125,55,36,10911,2
13045,1607,88,48,38,3746,4
13046,1992,124,29,14,6907,2
13047,2017,85,29,23,8860,0
13048,1986,104,29,14,6206,4
13049,1627,19,44,6,2797,1
13051,692,101,29,36,779,3
13054,1986,111,29,17,10357,2
13057,692,127,49,32,15317,3
13058,1460,84,38,14,8679,1
13060,663,102,8,29,9921,2
13062,1992,132,29,17,10445,1
13063,961,125,48,0,7452,4
13065,1986,11,8,14,1367,2
13067,703,88,32,36,5973,4
13069,41,127,44,33,11640,2
13071,1986,116,29,24,9011,2
13072,1986,112,29,22,8116,2
13073,711,86,29,14,8860,1
13075,1992,102,13,14,4809,4
13076,692,14,29,11,10237,2
13077,692,112,49,36,15117,3
13079,1992,102,29,14,15006,3
13080,1992,123,29,14,8702,3
13081,1992,109,48,35,13563,1
13082,961,123,32,0,7357,3
13083,1992,140,29,22,4959,3
13084,663,108,49,38,12025,2
13085,692,11,49,11,5096,1
13087,1986,104,28,22,1101,2
13089,1992,104,29,14,11048,2
13091,897,127,0,0,7334,4
13092,1992,109,49,38,9545,1
13095,703,19,49,36,3391,3
13096,663,12,32,32,3370,2
13099,1992,124,49,6,13169,4
13101,828,86,49,36,1807,4
13102,1992,88,29,14,557,4
13104,975,101,49,0,4034,2
13106,711,10,49,5,4822,3
13107,35,88,12,36,1807,3
13111,1986,11,29,14,8701,2
13112,1986,112,29,22,8116,2
13113,663,115,29,17,10391,3
13114,101,120,29,0,12814,1
13116,663,117,8,14,3692,2
13117,40,120,19,36,10825,1
13118,41,127,29,25,2061,1
13120,663,109,13,6,3829,4
13121,711,10,37,30,2630,2
13122,711,8,48,11,4166,3
13123,663,102,29,14,8860,1
13124,711,117,49,0,1287,2
13125,1992,110,29,14,6246,1
13127,1992,117,29,14,13004,3
13130,1986,101,29,14,7961,4
13131,41,87,29,11,5662,1
13132,1986,88,29,17,8985,1
13134,827,133,49,36,11535,3
13135,1992,125,8,22,1107,3
13136,35,104,7,29,1270,1
13137,1992,117,29,24,12941,4
13139,663,133,49,41,9317,3
13142,35,85,31,11,14796,1
13143,35,3,45,36,10829,1
13144,711,8,49,42,2024,4
13145,692,102,29,32,7638,3
13146,35,29,29,14,5315,2
13148,1992,101,29,21,606,1
13149,692,87,12,36,10817,2
13150,692,9,49,36,10849,2
13151,830,20,29,22,10658,3
13152,2017,86,29,24,7943,0
13153,1992,135,55,14,12803,2
13154,711,86,49,42,10755,3
13155,1986,85,29,28,10597,2
13156,692,86,49,36,10911,4
13157,692,108,38,32,4875,4
13160,1986,104,29,14,9549,4
13162,711,86,50,9,14632,2
13164,1992,117,29,14,2521,3
13165,1986,11,29,17,10476,1
13166,35,136,7,29,12830,1
13167,41,88,8,10,523,1
13168,1992,2,48,38,4168,4
13170,961,85,8,0,1090,4
13172,1986,112,32,22,8082,1
